text,label
A/L liyala ada result enanisa bayen inna aya rt karagena yanna🤨,0
@SampathRuwanpa4 ayyo api me bayen inne😬😬 eha gama lockdown lu.. mun inne border eke😬😬,1
gahaniya ,0
Premaya idiriye handa watei,1
randu wei,0
wanda watei,0
wedanawa thaniyama dana ganee.,1
prathikshepa weema iwasagena pattakata wei,0
harayannata hethu,1
siyayak as pana pitama thibeddith,0
aya ohu ha randennata hethu soyai,0
waradi thama pita patawa ganee,1
ohuge waradi haarawussanata noyai,0
ahimi we yay biya wei...,1
wedanawa kee age sene,1
ma pathuwa loke,0
wasanawa pa wune kohe,0
mata wedana thiline puda,1
hasarel salaa aa mideela yaawi maa damaa,0
ma daase aadare hangum liya thiya,0
aa kawudo maa hade hangum washee kala,0
paaraadeese maa damaa,0
paaluwe aa giyaa..,1
piyathuma nathi daa indala..,0
giye naa maa thani karala..,0
kusa gini mata noma deela..,0
duka wedanawa niwala...,0
amme oba budu wewa..!!❤️🙏,0
"garbhani samaye ahi wiya haki awadaanam sagngna"" gana oba danatamath dannawa athi. nawatha warak  ewa mathak kara denawa nam, una, rudira wahanaya, thada hisaradaya, husma ganeeme apahasuthawaya , peneeme apahasuthawaya, walippuwa(Fit), papuwe/udaraye wedanawa, daruwa dangaleeme aduwak, sirure idimeema, ho wenath onaama thadabala apahasuthawak awadaanam",0
aasawen dakapu heena,0
as idiriyema walalila yaddi,0
danena wedanawa,1
wachanawalin kiyaganna baa...🖤,0
"@deshanlasitha7 samathanata wadaa nisithana labeema pramanawath. dahiriya iwaseema gahanunta eda indala aawa deyak. lokaye darunuthama wedanawa usulana ayata iwasiya nohaki deyak naha. samajaya  tiken tika wenas wela. kaalayak ekka wenas wei. eth minissunge kuhaka irisiya amana asoochi ponnakam nathi wanne natha. gathi lakshana, ethula siduwiya haki de atha..",0
@Colombo Ladyy poddak adalath baluwa. hamme wedanawa,0
eeta passe eelanga clip eke thiyenne e kolla kamare ellila inna ekak. aadare videowa godak ayata ek eka vidihata hithata danenawa. hitha hayya unta e wedanawa samanyai eth godak emotional ekaata ekadaraganna baa. ehema ewun puluwan tharam ooge life eka patten motivate karannone. 2/4 ,0
@namila007 me wage sundara geetha wakrokthiyen liyyawunu pada wal thibunu kaale dan iwarai..,0
ada thiyenne hithe thiyena wedanawa amuwen andonawak widiyata kiyana sindu.. wilapayak widihata liyawunu pada wal..,0
"""ayeth warak mata wada hobda kenek hamuwewa kiya obata ma pathanwa.. kiya marenna onna menna thiyala wage liyapu ewa ",1
@TharinduDeshan_ thota therennennaa mage wedanawa😒💔,1
"""atheetha.. warthamana.. anagatha",0
yana thun kalheema,0
puhu hari moda maanya karapinnaa,0
sasara pura ma galaweemata,0
arimaga nodaka nodana.. pawitu kamin wassaa gena,0
duka wedanawama karapinnaa...,1
mara wilapa nagana handa,0
langa langama,0
"aho.. shrawanaya we...""!",0
"me manussayo maawa block karalath mage gana ay da danne naha mechchara wada wenne , api mahansiyen deyak igenagena karapu nirmanayak minissu oya vidihata horakam kalaama eke wedanawa thiyenne apitamai. pahadili karala thiyenne wenama deyak. me manussaya kiyanne thawa deyak ",1
thela sindinnaama..,0
@ItsDonPeter wedanawa wedanawak wenakota nam maarama wedanawak thamai ne🙄,1
wedanawa minissu wenas karanawa.😇 samaharu jeewithema anduru karagannawa.⚠️ . samaharu napuru wenawa..🙆🏻‍♂️  e wagema thawath samaharu jeewithe dinanawa..💎💫,1
obage wedanawa obage gamanata shakthiyak karaganna..💥🍃,0
aadaraye wedanawa,1
hithata danena yam dawasaka,0
hudekalaawe thani wee oba,1
aadaraye wedanawa,1
dinakadi obahata danewi,0
e danunama mage hee wetha,0
oba nihandawa bana wadeewi,0
"@Bandula0716007 @Udayawickramar1 pagaa ganna hari korapu sanwardhanaya wadak kiyanawada nirpakshika sahodaraya, mahindage sanwardanaya wada gana kiyanakota pu@# ittawo duwanne umbalage nirpaaksika kama penawa, wedanawa penwanne nirpaaksika kamanam newei bro.😂😂😂 ekko sajjage bijjek nattan pol lellek😂😂",0
@AkilaSilva8 mihira randawana wedanawa,0
@imVedda kochchara vega seema dakwala thibbath . minissu ewa salakillata ganne aduwen. meyata wadunu wedanawa wagema godak baya welath athi. alinta paara maaru wenna aarakshitha thanak hadala denna oni,0
@Ranindu  viraha wedanawa nisa jeewithaya jaya gath pudgalayek,0
duka wedanawa ithaa hondin handunana ithali jathikayo..,0
maanusheeya wagakeemak lesa loketama 12k pamanak thibena,0
IT ithaaliye oxygen nishpaadana yanthraya indiawata.. ❤️🙏❤️,0
"owun kiyanne aadaraya wedanawa, hondai sonduriya, ada raata ridamu.",0
"mema aadaraya wedanawak nam, patiyo ada raata aadaraya karamu",0
aadarayaka athi wedanawa danena woo daaka..,1
sihi weida mage sonduriya binduwak yalee mathaka.. ,0
@ItsMeKande  rawatune mamai.. paradune mamai.. winda wedanawa danne.. deyyo witharamai😒,1
@ajplus modi ge hakiyawa ha system eka magin janathawa duka ha wedanawa pamanak langa kara dee atha #covid19 #coronavirusindia #srilanka,0
@milzybud ehenam oyata therenawa athi e wedanawa mona wageda kiyala:),1
modige hakiyawa ha system eka magin janathawa duka ha wedanawa pamanak langa kara dee atha,0
eth baluwaai me mahajana saukya pareekshakawarunge sangamaye sabhapathi upul rohana uththamayata mechchara rata awulanna thiyena wedanawa mokakda kiyala.. dan ne therune.. Rajithage golayek ne.. oba thumata rata awulanna thiyena wedanawa mokakda kiyala.. dan ne therune.. Rajithage golayek ne.. oba thumata rata awulanna siyalu dewi dewathawunge shakthiya labewa,0
Sanda tharu nathi,0
Ghana kaluware,0
galthalawaka lanthaarum eliyen,0
jeewithayak soyana,1
aaganthuka minisa mamai,0
miyadena diwiyata,1
senehasak yadinaa,0
aaganthuka minisa mamai,0
thanikama rajayana ghana kaluware,0
nidibara daasa widawen,0
tharu eliyak soyana,0
aaganthuka minisa mamai,0
nisasala hadawatha sisilasin thawenaa,0
aaganthuka minisa mamai,0
"lowama nathi wela, nihandai wate",0
thanikama paaluwa dawatee wathe,1
durakathanayakin oba amathaawi,0
sthamin innemi thani lokaye..,1
@sewwand8272671  eka atta eka atta.. thanikama hondaa prashna adui..😌🐒,1
@HeartOfMonkeys apo thanikama hondai.,1
eeta wada karanna godaak dewal thiyenawa😐😐😐,0
thanikama samaharu windawaddi man eka nidahasak karan windinawa.✨️,1
lowama nawathila nihandai wage,1
thanikama paaluwa dawatee wate..,1
thaniwela andanna one,1
"than walath,",0
hethu hadagena hina wela,1
thanikama makaa gannane,1
numba ekka,0
kawadama hari dawasak ewine,0
kiyana balaporottuwen,0
sanasenna hadawathin,0
numba ekka❤️,0
#sithak_ gana,0
paaluwa thanikama maka ganna.. makka.. makka.. laabai..laabai..💠😒,0
.ragaya gana danne mette,0
.premaya gana danne kotta,0
.thanikama gana danne redda,0
duka sithenne apatama pamanada,0
thawa susumwala unusuma mokatada,0
mata thiyenne thanikama  thaniyata,1
oba simbinne mage sitha witharada..!!,0
#radioshowwithsandi,0
"lowama nawathila, nihandai wate",0
thanikama paaluwa dawatee wathe,1
durakathanayakin oba amathaawi,0
sithamin innemi thani lokaye..!!,1
#radioshowwithsandi,0
nupuruduma aadare,0
eka hithata yaa karan,0
"nawathinna hadawathe hitumathe, dura gihin",0
ikbinda jeewithe,0
thanikama makee gihin,1
thawa idak na hithe,0
numbata dunnaa tharam...❤😘,0
thanikama huru denetha pura,1
unu kandulali roora giyaa,0
oba naa neth maane,0
hamuwewida aaye,0
aadare thiththai me gewana thanikama pattai 💔❤️‍🔥 kiyala danna hithenawa welawakata  😌😌😌😌😌😌😌😌,1
molaya thanikama hoyaddi,1
hadawatha aadaraya hoyanawa..❤️🐒,0
Samahara,0
Aadara kathawala thibune,0
Aadaraya witharakma newe..,0
#kavi_sithalu,0
@dulakshi_g me kaale gedarata wela inna niwadu wadipura labenawane.. samiya ho anek ayath gedarama innawa mawata honda care ekak labenawa athi.. arath daruwek nathuwa inna joduwalata paaluwa thanikama dadiwa danenawa athi lock wela iddi.,0
@_NayanatharaJ dan api thaniyen inna welawatama witharak nemeine.. api kattiya ekka inna welawatath meke.. kohe hari tri ekak yanakotath meke.. apima dakinawane couple ekak date ekakata awillath denna phone eke.. thanikama yawaganna neme ek moleta stimulation wela. meka gana episode ekak daanwa.. adahas denna ekathu wenna.,0
meet wenna consilar kenek kiyanna horana panadura awata,0
Mn me dala teyenne samnyen MN mansa EK tan karaganna widiyak.......Eka hariyata bawanak wage......mewa ekka jiwite yaddi mekata witrk hita yomu karala me wade karanna puluwan...anith Eka mema wadak ewara unata passe teyna happy Eka Marama marai......aulen iddi.....relax wenna ona kiyala hitunama me MN Karana dewal......,0
"Samahara charitha API lagata enne loke hitana taram Sundara nh kiyala pennanna.
Hite teyna noyakuth prashna kiyanna kenk natuwa widawanawanm...kiyanna sawanndennk men udu karanna kamati...
",0
"
Mata thiyena prashnaya mekai. aththatama mata meka manasika wadayak..mary krnna kalin nandamma pana denna wage unnee....eth dan ehema naha..mn mata jiwithe epa wela thiyennee..plz meka kiyawana kenek hri mata wachanekij hri udauuwak krnawanm..mn krnna oni mkd kiyanwanm loku pinak",1
Mata kanthawange kakul dakiddi asa hitenawa.katawath kiyannath ba.mata meka mansika wadayak,1
"mata jeewithe prashna godak awa.mama al withari kale thawa issarahata yanna gedara prashna.mokada mage ththa nethi una mata 10 wasaredi.mata welawakata hithenwa mahana wenna.eth amma inna nisa ekath be.mata silwath kenek gen upadesak denna.mama usa karala inne kattiya.mata mage deyak hadaganna haria,mahana wenna hari upadesak denna",0
itin man hamadema epa unu para okkoma dala gedara awa ...job ekath dalai awe...hamadema amataka kalath mn job ekata godak adarei ...ane mata amatka krnnbarima de job eka ...mata karaganna deyk ne ..boss ekakath randu welai awe...,1
"meka me wifiyata giyatho mata prasnayak wey kiyala bayai,mekta mokada karanne,doctor kenek hambenna weyda,",1
Mm loku prashneka inne. Puluwn kenek mge hitha hdgnna hari help krnna. Mewa hinda mge oluwa ridenw. Aye eth ekkm gedrth prashna. Appachchi nithrm mt baninwa. Mn gedrin knw bonw kiylth ekt eka eka dewal kiynw. Ane ewa hinda mt hmdem epa wela thiyenne. Plz kauruhari mge hitha hdnna hari help ekk denna. Gdk pin,1
dan mata mara hithea wedanawai.ai mata karuth adare naththea ai kiyala hithenawa.mee jiwithena ain wela labana athme meta wada hoda jiwithayak labei kiyala hithenawa.,1
doctors la kavruth nadda counciling karana aya hari pls pls,0
meka dn loku manasika peedanayak adare hithenha bayai adare hithenathuw badala widawana wei kiyla thama badina mama lasthi na.,1
Oylagen hitha hadenna wachanyak kiynna .welawakta oluwa pupuranna wage issrhata apta marennai wenne. hitha hadenna wachanyak oyla kiynna plz.,1
Family planning walata doctor lagata yaddi monawada aran yanna ona documents??,0
mata sati keepayaka idan manasika rogayak tiyenawa ...mekai ...ek pudgalayek innawa eyawa dakka gaman mage aga wewlanawa ..agata pana nati wenawa ..husma wegen gahenwa ...mekata hethuwa mokadd,0
me wenas kama daraganna amarui nitharama aduwa ohe kalpana kara kara innawa kamak kannawath wadak karannawath hitak na nitarama oluwe kakkumak hadenawa mama kamathi na kawuruwath katha karanawatawath mata hitha hadaganna udawu karanna pls mama mari mari jiwath wenawa welawakata jiwithe nathi karaganna pawa hitenawa,1
mage manasa aul wela hodatama man divose wenna kamathiy.mokada mata methana jeewithe nathi nisa.hitha ganna ba mata karanna ona de..,1
mn exm ekk fail unu 1st time.e nis mt e strees ek dara ganna amrui. mge hita ek thank na.plz mata mulinma hitha nidahas kara ganna udw kranna,1
mage amma podi kale idanma apit ekka randu wenawa....mekata hetuwa mkadda?mata loku manasika peedanayak,1
mang loku manasika peedanayaka inne......eka parasnayak iwara unama tawa prasnayak enawa....ketiyen kuywot kat ekka hari raduwata patalenawa....mata marenda hitila tiyenne,1
mata oluwa palenda kakkumai....man mkda karanne!Lamaya baya wela wage innawa,0
Mama godak mansakiwa watila inna kenek,1
me de mge oluwta loku wdyk..math eya nthuwa hitha hda gn amrui.mn eya ekka idla prashnyk weida.. mge hithata eka hrima wdyk.mwa rwtida kiyla mta hithnwa.mn hithnwa wdi hdtma.eyta thwa aya inwda dnth nha.ahla bnum ahnth bha.mta hoyna widiykuth nha..plzz mn mokda krne..,1
husban ekka prasnayak nisa man eyagen wenwa jeewat wenawa..babalata wiyadama oni nisa nadattu naduwak damma..namut dan mata usawiyata yanda baya hitenawa...husbanwa rimand karai kiyala baya hitenwa....mang nadattu naduwak dala kare waraddakda?,0
marenna tharam hithila tyenne.ane mata mekata mona karannada kiyala wisadumak kiyannako.mekata karanna puluwan treatment monada kiyala...,1
Podi prshnyk dn uprimeta loku wela.edineda krna weda pwa dn krgnn widiyk ne,0
mage ammage asanipeta me beheth tika dunna eth dan eya e beheth bonna kmthi na kama walata the ekakata wge dala dunnata kamak nadda ane plz danna kenek kiyanna loku uddawak mata wena kwruth na thamange kenekt kiyl inne amma withrai mata theren na mokdd krnne kiyl plz udw krnna mewa eyata horen hri denna widyak,0
jeewithe epa wela... me fb eka nsa mge lyf ekka chnge una.. dn eka hndama mwama epa una,1
Epa wela oi thiyanne jeewithe marenda hithenva,1
Mata Dan jeewithe EPA wela,1
Ane Mata udau karannako.meka nisa den jeewithe pawa epa wela thiyenne.mama godak kalu kenek.ithin sudu wenna kiyala godak dewal kara.eth resalt ne.,1
Mage Jeewithe mage weradi nisa ada mata godak dewal nethi wela..man man genama godak kala kirila inne..mata mawama epa wela inne...ikmanin ewith mawa aran yanna..deviyani,1
mta kath kauruwath na marenawanam hodai,1
Me kalakanni jeewithe. Epa wela thiyenne... wena deyak. Weine Neda. Hithat sathutak na Kawadawathma,1
Prashna godak thiyenawa mata. Plz kawru hari udaw karanna,0
husma watena nisa jeewath wenawa misak kisima asawakin neme mn jeewath wenne,1
matath hitiyanm kenek awankawama adare karanna.hemadama sathutin inna thibba.,0
Kaawada oi man wishwasa karanne asarana karanna epa mawa dn nam mawama epa wela inne,1
Mage karada iwara wenne kawadada Jesu.ane mata pihita wennako jesuni,0
Ane ammala mata udaw kranna.mn godaak manasikawa watila inne,1
jeewithe epa wela.kisima sathutak na,1
mata adare karanna mage duka share karaganna baruwa thaniyama widawanawa. me jeewithe epa wela dn hithenawa mata corona hadilawath marunoth hodai kiyala.,1
Kisima sathutak na hama dhama randu.. Hoyana salli walata wenadeyak na,0
mage hithata kisima sathutak na.welawakata marenna tharam hithenawa..rata eka poddak ninda yanne na.hitha godak kadan watila inne mn,1
Jeevithe maha pudumakara deyak. Kawadawath hithata sathutak na.prasna pita prasna,0
mekata karanna deyak kiyannako..godak duken inne. Mekata visadumak kiyannako,0
Man godak duken inne ane.merenna tharam hithila thiyenne.mage duka kiyanna kawuruth ne and.apa wela thiyenne jiwithe.oyala hemogenma and.lagadima oyala hemogenma athata yanawa man ane,1
.manasikawa wetila inne hamapeththennm ammala mn,1
E wagema eyata ganu yaluwo godak innwa eya mata nokiya gewal walatath gihin danawa mata godak dukai man harima duken inne eya ganu lamai ashraya kranakota mata wada eyalata thanak denakota duka hithrnne nadda,0
"Manasikawa watila inna welawata mokda krnne duka ahnnawath kauruth nathi unama onama welwata . asarana wena wara ananthai bn hitha haiya karan hitiyath wadak nh 
",1
Job ekak hoyalaa hoyalama manasikawa watila inne.puluwan kenek innawanam,0
godakma manasikawa watila inne iwasala iwasala dan daraganna barima thanata awith inne.,1
"Man wada karana thana akka kenek ada mata kiwwa jeewithema epa wela inne, marenna hithenawa kiyala gedara prashna nisa.",0
Hama dema positive widiyata dakinna. Wishwasa karanna. Hama dema sarthaka wenawa niyathai,0
Mage olywe thiyena prashna walata marenna hithenawa thaniyama gedara iddi!! Mea wage ewwa dakiddi naha thawa asawan thiyenawa ekko one naa danma marenna hithenawa awankawama,1
mata welawakata marenna hithenawa mona de thibunath hithe sanasumak nane hithaa hadaganna udau karanna mata,1
"Jiwithema kalakirichcha,thani una wara ananthai e wagema me hithe thiyena duka hangan hina una warayk pasa kiya ganna bari wedanawak hitha athule phiyen aninawa wge. pelak welawata hithenawa kagahala loketama ahenna duka kiyala adanna jiwithe thiththai dn nm dewiyane. welawakata hithenawa ipadenne nathuwa hitiynm hari kiyala,thaniyama athakata ynna hithenawa,marenna hithenawa tharam dn nm jiwithe thiththai.",1
Kochchara hina wela hitiyath hitha asse thiyena wedanawa wadi kamata hina wenne kiyala kauruwath danne na.mokada hamoma hithanne hina wela innakota marama sathuten kisi dukak nathuwa innawa kiyala,0
Thani wela mn hodtma...marenna hithenawa..me kisi deyak mata hithaganna bhthamat,1
Welawakata marenna hithenawa godak dukak danuna metharam dukak jiwitheta danila na,1
mata bayay gedara me wage thathwayak tibila marry karala thathata monawahari unoth mata jiwitha kalema duk widinna wei kiyala,0
Mama inne loku peedanayakin hitha hadagnna barima thana me post eka danne kalinuth post ekak damma eth approved wela na,0
Hithe aul nthi krgnna hmdema kiynna puluwan kenek innwda loku udawwak,0
Hamadama bonna ona prashna dena ekanam dan wadayak wela thiyenne,0
Nidahas manasakin idiri kaalaya jeewth wenna mn mokadda karanna ona,0
Mt therenne mn monwa karannada kiyala. Mn inne kiyanna puluwan vidiye eka prashneka nemei. Ane mt me weda tika kara ganna oluwa nidahas karaganna upades tikak hari denna godak pin.,0
kochchara yaluwo idiyath mn hina wela hemo ekkama katha karata kawadawath mn inne prashneka kiyl mt kiya ganna bee e tharama durwalai kiyl hithenwa,0
ohoma uttara hoyannada kiyla hitha ganna beri tharam mn hithin vithawanwa. bayai mt welwakata hithenwa mn merei kiyl e tharam welwakata mn adanwa hitha hitga innawa,1
"Mata hita gnna ba mokda krnne kiyla . Eya ekka inne natuwa ain wenna da 
Mata kalenkin adaraya krnna kenek labuna nisa dala ynna dukak hitenwa. Mata hitha gnna ba 
Mata oyalage ideas denna puluwan da",0
mata mara duki mt kauruwathma na kiyla hithenne bs ammalantai patauntai!,1
mata bayai aye adare karanna..mata dan okkoma hamadeema tiyanawa...eth mama thani wela..marennama hithenawa..wihiluwakata ganna epa..please,1
mata adanna wei vidawanna wei kiyala bayak danenawa.mama thani wela kiyala danenawa.mama mansikawa wadila inne kiyala mata danenawa.,1
"Mata thawath jeewath wenna ba, marennath ba babala nisa. Man thaniwela.kochchara anduwath kandulu wala watinakamakuth na",1
jiwithe mulma parata me tharam dura ratakata awith thani wela adata maasa 2k uona,0
uba hinda vidawanna tharam me hitha nupurudu unath ada man thani wela vidawanne man karapu awanka adare ubata wedi una hinda kiyala mage hadawatha den mata wada denawa saththa,0
Mata Issra wage thaniyama inna bari weida aimath me prshna ekka. Matama hithenwa mn godak durwala wela kyla. Issra amma wihiluwta kiynwa mta tyenne gal hithak kyla Mn samanyen adanne nathi taram Issra. Eth Dn wachanayak ehe mehe wenna ba kadulu watenwa. Mekata wisadumak kynnko,0
Wena aya thani wela iddi sanasanna giyata .Api thani wela iddi sanasanna salli dilawath ganna kauruth nha...,0
Thani wela ma innam sadaaaaa paluwe me duka dara kadulu susuman ma laga thiya rawata ma oba Dura giya,0
Kath kawruwath nathi duru Karnataka mama thani wela ada....,0
Mata kawuruth na mama me loke thani wela mata godak dukai e duka kiyannawath yaluwek na mn laga.hina wela hitiyata hithin godak adanawa mama,0
windaganna bari hageem nisa hitha asaranawenawa.. lanwenna bariwa lathawena ekath dukak.. lanwunoth ekath dukak.. eka adarayakin pirenne nathi hithakata adarayak gana hangeem nathiwathi..eth hitha adaraya karanawa.. nihadawama thibunaden kiyaganna bari hageem.. kohomahari sthutin athine kiyla nihadawa daraganna ekata wennati adaraya kiyanne.. ehema hitha hitha hithin pichchena ekata wennati,0
me tharam wedanawak mage hithata kawadawath danila dewiyane ....me dewal ahanna dakinna une ai mata dewiyane ...mawa me duken galawaganna..me dewal mata mage hithata daraganna tharam mata shakthiyak na ..mawa rajanak wage thibba oyalata man nisa widawanawa kiyaddi mata danena wedanawa ..oyalata wadiya wadee mage papuwa palenna tharam dewiyane,1
.dannan me jeewithe epama wela ...mewa dakinna ai matama labune...jeewithe mema dewal katawath wenna epa dewiyane,1
Mata Thawath Jeewath Wenna Baha. Mama Marenawa..,1
apita api epa wena tharamatama jeevithe thiththai,1
wedi kalayak ne friends me okkkoma dewal daala yanawa,0
Kochara badeem athi unath....yam dawasaka hamooma apiwa daala yanawa..ekai aththa...,0
Daala yanawa serama... LAGADIMA,0
"Porondu unoth apiwa daala yana aya innawa 
Adare jeewitha kiyanna sathutak. 
Api kata adare karath eya apiwa podi detath 
Daala yanawa. Mokakda me jeewitha adare",0
eya awilla jeewithe ethuru tikath nethi karala daala yanawa,0
dan masaa hatharak wenawa daala gihin amathaka karanna hithenne na thaama puduma karumayak meka. kaatath boruwata adare karanna epaa eka maha wedanaawak,1
Daala yanna nam sathekutawath adare karanna epa kiyala kiyapu yaaluwo.apiwa daala yanawa yaauwane.balanna yaluwane duka nadda ehema unaama,0
Aluthen jeewitheta ena hama kenama magak awith daala yanawa.. Namuth hamadaama thanikarala daala yannr naththe ammayi thaththayi witharayi,0
Pana wage adarei kiyala lan wela hitiyata koi mohote hari daala yanawa antimata itiri wenne duka vitarai yaluwanee,0
Ubawa mechchara podi kalekin danenna tharam katha karapu me tika dawasa amathaka karanna bari tharamata ubawa mata abbahi wela,0
Oyata abbahi wela hitapu mama dan Aken at wenna maranayata Abbahi wela,0
Maha thanikamakne hadawatha sadanne .....mata mawa athapasu wela mona karumayada me padidan dewanne man obata abbahi wela,0
Kawrut nethi... Palu tenakata wela... Nitarama kalpna karanna purudu wela.. Nube matakayan ekka tani wenna... Me hitha.. Abbahi wela.. Nuba dunna adaret.. Tawamath pana taram adarei... Mage husma tikath ekkama.. Dawasaka.. A.. Sundara.. Matakayath miya yavi... Raththaran,0
Mn oyata abbahi wela.mn amathaka karala inna.mata one hamadeinma ain wela mae loken yanna.sattai.hama athmema oyawa pathanawa,0
"Mata manasikawa godak wada dena ekk thynwa,, mata theren na kata eka kyndada kagen ahndada kyla,, kyndath ba katawath tikak aul",1
mage hithata hugak wadayk hisaradayak wena hindai puluwan mata me dein galawenne udau karanna mokoda mata jivithe nathi karaganna hugak try karpu kenek hinda.,1
mata e duka kiyanna theren na mn e tharm duk vinda mata exam karagana bari una e tharam mn manasika watuna,1
"mokada karanne ammala....oyalage...athdakeem mata kiyanna..mata hari prashnayak...baya hithenawa.... 
",0
Ada mage baba degaluwe ne thama ude edala wenadata dagalanawa udeta mata bayai ammala man ada ude idala dukin e hindada ammala,0
mata katath kamathi wenna hithnne na.. man hithnwa mata upadesak labei kiyla.. mata manasika rogi thathwayak tywada? Man monada karanna one.. upadesak balaporottu wenwa.. bohoma pin,0
Mata duka wedanawa kiyanna kenek na.Adanawa arenna.Mama mage wedanawa husband ekka katha karanna giya randu,0
ane plz mama monada karanne .Mage wedanawa dara ganna ba ammmala. Mama jivithe ath arina eka thamai dan thiyena ekama sanasima mokada ethoka mage demaupiyo husband eyalawath sathutin idivi,1
???????????? ?????????????????? ???????????? ???????????? ???? ?????????? ??????????,0
mata dn godk dukai mata dn mage hitha hada gnn ona puluwn nm udau krnn plz,1
Mta Meka Loku prashnyk. mta mara dukai me dewl nisa meka meka post krna hithuna podk hari hitha hada gna pluwn kiyla hithala,0
Mta ada goda? dukai mm asawen hitapu de ishta une na mm e deyat sudusukam nadda mage adupaduwa mokkda mm mkda krnna one,0
Baninakota hitha ridhenawa. monawa karannadha ahagana innawa,0
"mata nitrm man gana dukk hithenawa,kochchara aya passen awath mata hitha yanne na,bayai mata duk widinna wei kiyala , hitha giyath eekenuth dukak labenne ,so man fatta aulen inne , plz mata help karanna mage hitha strong karaganna",0
"Mata kauru hari dewal kiyaddi godak aul yanawa manasikawa watenawa. Hitha godakma kalakirila thiyenne me dewal hithenakota. Podi deyak unath man sahenna hithanawa. Wachanekinwath hitharidenawa kiyanne mata sahennama e de manasikawa balapanawa, kalakirenawa",1
Ape minissunge thiyena lokuma loku durwala kamak meka. Eth kawadawath hadaganne wath hedenne wath nehe.ekata uwamanawakuth ne,0
Shariraya newei durwala me paukara hitha yaluwa,0
man apu gamane ..thanks ithin durwala unu than waladi wachanekin hari mawa sakthimath kala,0
Mm nam durwala minihek,0
"Prashna gdk oluwa asse tiyena,daruwek na kyl manasin gdk watichcha kenekta daruwek hambawenna tiyena idakada aduida",0
Jiwithaya kalakirenawa ne,1
DENNAM JEEWITHE KALAKIRENAWA,1
Jeewithe kalakirenawa wage denenawa,1
"Dan nm ethi wela bn,me mona jiwithada kalakirenawa",1
Eda saha Ada.... Mata man ganama kalakirenawa,1
Kalakirenawa Mata manganama,1
me tikenam epa wela inne kalakirenawa,1
Epa wenawa appa. Jiwitheth ekka kalakirenawa,1
Thaniyama inna thiranaya kala wagay......thanikama nawaththanna job eka thoragaththa wagay......final decision. ....man lankawe samajaya pilikul.......,0
Mage ganama matama godak pilikul,1
Mama godak manasikawa widinne me prashne nisaa. Mama godak andanawa me gena hithala. Mage hitha hedenna deyak kiyanna. Baninna num epa,1
Yaluwane mata baninna apa.mata deyak hithata wada denawa aka nisai meka danna hithuwe. hamadama ada ada nidaganne,0
mata welawakata marenna hithenawa mona de thibunath hithe sanasumak nane hithaa hadaganna udau karanna mata,1
Dan nam me kaalakanni jeewithe athi wela bn,1
Lankaweth NYT shift....meheth NYT shift....kaalakanni jeewithe.....,0
Hiyoooo A/L walin passe mehema kaalakanni jeewithayak wei kiyala kawadawath hithuwe nah,0
Maha kaalakanni jeewithayak ammapa,0
Jeewitheta samudenna kaalaya awith kiyala hithenawa langin hitapu hamotama godaak sthuthee.daala yanna bari dewal godak adui,1
Me hamadema Daala.Durakata Yanna hithenawa,0
samahara welawata aadare wenuwen andanna ona unath kandulak wetenne neha....ewage welawata jeewithe daala yanna hithenawa,0
Hamadema daala yanna hithenawa,0
Welawakata hama dema daala yanna duka hithenawa.welawakata me hama dema daala yanna hithenawa,0
mata mewa bala bala thawath jeewath wenna baha deiyane baha,1
Jeewath wenna baha wage thawath,1
Hithata mokadda loku bayak thanikamak danenava,0
Loku thanikamak denenawa yaluwane,0
"Mata loku thanikamak , paluwak danenwa. Eka dara ganna amaruiii",1
Hithata loku thanikamak danenawa ai kiyala nam danne nha,0
Hithata danuna loku dukak maha thanikamak. Loku paluwak. Nitharama hudakalawenn inna hithuwoth duwagena yanna hithenawa magema kiyala inna mama adaraya karana mage aya gawata. Namuth mama adaraya karana magema un man ahalakawath ne,0
Adika dukak hithata danenewa loku thanikamak ekke ada idan ea thanikama paluwa makaganne bar ekath ekka ekath akthara adareyak,1
Mata Loku thanikamak danenawa Aida manda me okkoma atha arala kohe hari gihin thaniyama inna hithenawa,0
man hithnwa mata upadesak labei kiyla.. mata manasika rogi thathwayak tywada? Man monada karanna one.. upadesak balaporottu wenwa.. bohoma pin,0
HADAWATHATA THANIKAMA DANENNA KAWURUTHMA LAGA NATHI WENNAM ONEDA? MATA HITHAGANNA BA LOKU THANIKAMAK DANENEWA MATA,0
hrima asthirai.pasu thevimk tiyenne.anemnda mge jivitheta kawada sathuta kiyana dhe eida kiyala,0
jivithe eka welawakata godak loku thanikamak denenawa daraganna beri widhihata,0
mata loku thanikamak danenawa.me as walin kadulu galanne ai kiyala mata therenne ne.mawa thanikarapu eya gana tharahak danenne ne matama pudumai.eya paw kiyana hagimak witharai denenne.mata therenne ne yaluwane,0
Hethata loku thanikamak danenawa.hugak asarana welawage,0
"Jiwitheta loku thanikamak, dukak, wedanawak danunma hamotama issallama mathakwenne oyawa. Issallama kiyawenne oyage nama. eth oya hinenwath langana kiyala danenakota pichchenawa. e ai amme. hinaloketa ennawath hithenne nada",0
Godak dukai godak loku thanikamak danennawa mekada ane jivithe kiyanne,0
hithata loku thanikamak danenawa sahoooo jiwithema epa wela inne,1
